feature,cliffs_delta,cliffs_delta_ci_lo,cliffs_delta_ci_hi,cliffs_magnitude,direction,abs_median_diff,rel_median_diff,standardized_median_iqr
RFootProgressAngles_ax2_tmin_pct__median,0.02100840336134454,-0.40766806722689075,0.4202731092436974,negligible,VICTIMS_HIGHER,2.0,-0.038461538461538464,-0.19393939393939394
var_LKneeAngles_ax1_tmax_pct_mad,0.025210084033613446,-0.3908613445378151,0.4412815126050419,negligible,VICTIMS_HIGHER,0.5,-0.2,-0.2857142857142857
sym_AnkleAngles_ax1_max_si,-0.025210084033613446,-0.44537815126050423,0.42857142857142855,negligible,VICTIMS_LOWER,1.9840045230838363,0.4820796873472369,0.0660190709931397
LKneeAngles_ax1_rom__median,-0.01680672268907563,-0.43718487394957983,0.4287815126050418,negligible,VICTIMS_LOWER,0.5931120365858078,-0.009314659888724796,-0.1341625030945262
RFootProgressAngles_ax2_rom__median,0.01680672268907563,-0.4369747899159664,0.47058823529411764,negligible,VICTIMS_HIGHER,2.398893356323242,0.18010829602172795,0.3173025264213985
RAnkleAngles_ax1_phase_10_20_mean__median,-0.01680672268907563,-0.42058823529411765,0.3697478991596639,negligible,VICTIMS_LOWER,0.2723244774155318,-0.45692634600090104,-0.0404261837560011
RHEE_ax3_excursion__median,-0.01680672268907563,-0.38676470588235295,0.3949579831932773,negligible,VICTIMS_LOWER,4.657682418823242,0.01980082131705767,0.22598224046628299
RKneeAngles_ax3_std__median,-0.01680672268907563,-0.4203781512605042,0.3865546218487395,negligible,VICTIMS_LOWER,0.20307856872082297,0.04697051010211736,0.09769906036911048
RFootProgressAngles_ax1_tmin_pct__median,-0.01680672268907563,-0.3908613445378151,0.3406512605042014,negligible,VICTIMS_LOWER,0.0,0.0,0.0
LAnkleAngles_ax1_phase_30_40_rom__median,0.01680672268907563,-0.41197478991596637,0.4287815126050418,negligible,VICTIMS_HIGHER,0.3028593361377716,0.1004238787733528,0.18107384579103933
RAnkleAngles_ax1_phase_90_100_max__median,0.01680672268907563,-0.39516806722689074,0.4369747899159664,negligible,VICTIMS_HIGHER,1.7943646907806396,-0.12252900965019753,-0.19922412269420206
var_stance_pct_sd,-0.01680672268907563,-0.4369747899159664,0.42058823529411726,negligible,VICTIMS_LOWER,0.016961493171062436,0.02072903802842461,0.09537807443121818
coord_left_hip_knee_ax1_corr__median,0.01680672268907563,-0.40336134453781514,0.4789915966386555,negligible,VICTIMS_HIGHER,0.03882683047393007,-0.20697395178936212,-0.37883226879859644
mid_stance_pct__median,0.012605042016806723,-0.36134453781512604,0.4328781512605041,negligible,VICTIMS_HIGHER,0.08968368080517664,-0.0028144546782553925,-0.13544445871956773
LHipAngles_ax1_vel_rms__median,-0.008403361344537815,-0.43718487394957983,0.42899159663865505,negligible,VICTIMS_LOWER,0.6361270648230715,-0.005888892590357615,-0.05152931448019757
RKneeAngles_ax3_rom__median,-0.008403361344537815,-0.428781512605042,0.40336134453781514,negligible,VICTIMS_LOWER,0.44305896759033203,-0.023973541127657053,-0.07024849113530891
RHipAngles_ax1_phase_70_80_rom__median,0.008403361344537815,-0.42857142857142855,0.42016806722689076,negligible,VICTIMS_HIGHER,0.016053199768066406,0.0011531103529964463,0.005560587711804778
RAJC_ax3_excursion__median,0.008403361344537815,-0.3949579831932773,0.47058823529411764,negligible,VICTIMS_HIGHER,0.2535820007324219,0.0015929309188454474,0.011114743106894653
sym_KneeAngles_ax1_max_si,0.008403361344537815,-0.3953781512605042,0.42016806722689076,negligible,VICTIMS_HIGHER,0.6675873769328848,0.32308760729682345,0.09593841753495351
LAnkleAngles_ax3_rom__median,-0.008403361344537815,-0.42016806722689076,0.42016806722689076,negligible,VICTIMS_LOWER,0.241424560546875,0.008543855166750967,0.03962747609967163
RFootProgressAngles_ax3_min__median,0.008403361344537815,-0.3949579831932773,0.43718487394957967,negligible,VICTIMS_HIGHER,0.577528715133667,-0.04216696613248955,-0.07784778925697224
RKneeAngles_ax3_tmin_pct__median,-0.008403361344537815,-0.41186974789915964,0.41186974789915953,negligible,VICTIMS_LOWER,5.0,0.10752688172043011,0.39603960396039606
LFootProgressAngles_ax1_peak_vel__median,0.008403361344537815,-0.4117647058823529,0.44537815126050423,negligible,VICTIMS_HIGHER,17.50895334373729,0.03377284027025965,0.29984875731090815
LASI_ax3_excursion__median,0.008403361344537815,-0.38676470588235295,0.4369747899159664,negligible,VICTIMS_HIGHER,2.026611328125,-0.039763388438510995,-0.2046544022361347
sym_AnkleAngles_ax1_max_absdiff,-0.008403361344537815,-0.44537815126050423,0.3951680672268906,negligible,VICTIMS_LOWER,0.7982287406921387,-0.24657248736836818,-0.2743338393288403
coord_left_knee_ankle_ax1_lag_pct__median,-0.008403361344537815,-0.4161764705882353,0.3697478991596639,negligible,VICTIMS_LOWER,0.5,-0.09090909090909091,-0.5
var_RKneeAngles_ax1_rom_sd,-0.008403361344537815,-0.4203781512605042,0.4035714285714284,negligible,VICTIMS_LOWER,0.013149469397705005,0.007331681736641384,0.023749227486943057
LHipAngles_ax3_peak_acc__median,0.0,-0.3949579831932773,0.44537815126050423,negligible,TIED,36.05446511473292,0.006584232250830628,0.006595037270038728
LHipAngles_ax1_phase_50_60_rom__median,0.0,-0.3865546218487395,0.4369747899159664,negligible,TIED,0.3252035081386566,0.14062077313661306,0.33535598142938755
sym_KneeAngles_ax1_max_absdiff,0.0,-0.428781512605042,0.44537815126050423,negligible,TIED,0.9492683410644531,0.43555235834856093,0.24802621894634208
sym_KJC_path3d_si,0.0,-0.43718487394957983,0.4119747899159662,negligible,TIED,0.0063614299219953985,-0.02052807369958204,-0.004860806685356184
